Sample;Tilt angle to optical axis;Image;Particle number;Fläche;Weighed X-Position Central Point;Weighed Y-Position Central Point;Perimeter;Elipse fit Major axis;Elipse fit Minor axis;Elipse angle;Feret caliper;FeretX;FeretY;Feret angle;Min Feret;Area [nm2];Radius [nm];;;;
1;na;7;5;6126;1814,462;304,743;355,321;139,725;55,823;110,409;143,962;1789;243;110,323;62,687;137,835;6,623763519;;;;
1;na;7;6;4111;1621,155;377,406;254,877;85,811;60,998;113,966;88,459;1623;331;95,839;62,76;92,4975;5,426128334;;;;
1;na;7;7;1510;447,709;366,789;162,811;66,438;28,938;90,491;65,765;442;400;81,254;28,911;33,975;3,288552627;;;;
1;na;7;8;918;1926,309;440,331;115,054;40,145;29,115;67,539;42,544;1919;461;66,448;31;20,655;2,564115968;;;;
1;na;7;9;8045;90,907;584,964;399,73;149,639;68,453;141,974;148,142;18;551;155,684;72,914;181,0125;7,590656643;;;;
1;na;7;10;5283;437,769;614,626;280,877;100,962;66,624;45,699;101,828;406;654;51,78;65,761;118,8675;6,151154395;;;;
1;na;7;11;218;1359,583;576,367;55,113;19,71;14,083;25,756;20,591;1351;582;29,055;15;4,905;1,249523906;;;;
1;na;7;12;1405;1496,647;652,763;152,167;43,267;41,346;98,409;48,836;1502;679;79,38;43,841;31,6125;3,17215562;;;;
1;na;7;13;551;646,335;658,999;89,154;33,074;21,211;56,303;33,287;637;673;57,265;21,652;12,3975;1,986516251;;;;
1;na;7;14;731;722,144;710,311;121,012;52,399;17,763;7,373;50,961;698;718;15,945;18,165;16,4475;2,288100053;;;;
1;na;7;15;6723;1047,674;784,805;320,576;108,121;79,17;112,741;109,293;1046;841;85,802;78,539;151,2675;6,939015831;;;;
1;na;7;16;278;1635,522;781,705;67,113;27,064;13,079;16,427;26,926;1623;787;21,801;13,584;6,255;1,411038036;;;;
1;na;7;17;291;717,445;846,476;64,284;24,007;15,434;86,129;24,042;714;858;73,072;15;6,5475;1,443652998;;;;
1;na;7;18;656;1718,745;872,373;99,64;37,203;22,451;46,521;37,643;1705;885;39,611;23,122;14,76;2,167545598;;;;
1;na;7;19;207;1439,171;941,708;55,941;21,276;12,388;47,425;22,023;1431;949;39,472;13,206;4,6575;1,217591185;;;;
1;na;7;20;2110;1010,597;966,336;174,894;56,696;47,385;48,454;59,237;1000;994;68,199;47,33;47,475;3,887384962;;;;
1;na;7;21;262;1497,233;966,103;61,355;21,701;15,372;63,25;22,825;1492;976;61,189;16,104;5,895;1,369830931;;;;
1;na;7;22;821;902,829;996,473;105,882;32,592;32,074;73,531;34,234;900;980;96,71;31,82;18,4725;2,424866877;;;;
1;na;7;23;1102;1406,553;1012,217;135,439;52,276;26,841;37,548;53,413;1387;1030;38,157;28,611;24,795;2,809358223;;;;
1;na;7;24;362;751,232;1045,213;71,598;24,936;18,484;87,212;25,495;748;1058;78,69;19;8,145;1,610165837;;;;
1;na;7;25;1973;377,974;1104,287;168,409;53,341;47,095;66,398;56,462;368;1133;67,068;47,376;44,3925;3,759065259;;;;
1;na;7;26;249;1885,725;1126,468;61,598;24,145;13,131;36,052;24,413;1876;1134;34,992;13,882;5,6025;1,335414219;;;;
1;na;7;27;4899;684,994;1195,537;280,049;104,657;59,6;30,119;106,066;639;1225;28,74;60,25;110,2275;5,923386108;;;;
1;na;7;28;484;281,492;1202,039;82,669;28,087;21,941;35,858;30;269;1210;36,87;22,627;10,89;1,861825626;;;;
1;na;7;29;125;1030,292;1285,34;40,627;14,096;11,291;83,611;14,56;1029;1278;105,945;11;2,8125;0,946174696;;;;
1;na;7;30;618;1834,15;1338,701;92,912;31,035;25,354;76,448;32,894;1829;1355;70,463;26;13,905;2,103829596;;;;
1;na;7;31;517;1727,285;1362,007;91,497;34,324;19,178;12,967;35,228;1710;1362;6,52;19,892;11,6325;1,924250439;;;;
1;na;7;32;183;434,489;1437,068;52,627;20,254;11,504;92,591;20,224;432;1447;81,469;11;4,1175;1,144832283;;;;
1;na;7;33;534;96,732;1457,346;90,569;34,708;19,59;51,736;35,511;87;1472;57,653;20,506;12,015;1,955631172;;;;
1;na;7;34;182;1963,802;1458,703;49,113;17,957;12,905;38,273;18,868;1956;1464;32,005;13,435;4,095;1,141700041;;;;
1;na;7;35;151;1473,56;1488,474;58,77;22,864;8,409;108,825;24,352;1469;1477;109,179;10,021;3,3975;1,039931651;;;;
1;na;7;36;251;432,576;1488,277;62,184;23,271;13,733;47,12;24,759;423;1497;43,363;14,849;5,6475;1,340766602;;;;
1;na;7;37;6176;1485,973;1622,119;316,534;112,72;69,761;107,983;112,361;1486;1564;94,594;67,215;138,96;6,650739943;;;;
1;na;7;38;980;658,25;1640,546;119,882;40,721;30,642;57,621;41,617;646;1657;54,782;31,315;22,05;2,649289148;;;;
1;na;7;39;5400;90,989;1693,641;283,22;97,013;70,872;70,451;97,015;83;1742;81,703;69,157;121,5;6,21889469;;;;
1;na;7;40;139;2008,809;1675,478;50,042;20,347;8,698;5,349;20,881;1999;1678;16,699;9;3,1275;0,997754564;;;;
1;na;7;41;956;492,949;1782,917;119,782;43,316;28,101;37,051;42,802;474;1793;37,405;28,088;21,51;2,616647789;;;;
1;na;7;42;263;216,203;1808,762;65,255;26,044;12,858;50,058;26,249;208;1819;49,635;13,749;5,9175;1,372442622;;;;
1;na;7;43;7999;914,812;1868,71;353,12;130,141;78,258;164,433;126,827;857;1844;162,565;75,902;179,9775;7,568924464;;;;
1;na;7;44;2136;1713,096;1874,988;174,066;57,649;47,176;39,854;59,54;1687;1888;29,148;46,669;48,06;3,911262345;;;;
1;na;7;45;99;1638,712;2016,328;38,527;12,071;10,443;135,539;13,342;1632;2014;167,005;10,607;2,2275;0,842042322;;;;
1;na;8;1;441;935,439;26,922;82,083;29,272;19,182;4,413;30,414;920;23;170,538;20;9,9225;1,777197188;;;;
1;na;8;2;10760;599,167;145,096;410,333;145,865;93,923;0,848;148,946;528;157;9,273;92,785;242,1;8,778543356;;;;
1;na;8;3;1349;1420,435;203,472;138,953;48,384;35,5;42,75;50;1406;224;53,13;36,067;30,3525;3,108295485;;;;
1;na;8;4;102;72,039;204,069;38,627;15,044;8,632;19,782;15,232;65;207;23,199;9,107;2,295;0,854705323;;;;
1;na;8;5;1848;930,102;238,911;162,51;56,119;41,927;36,496;56,727;909;257;40,711;42,726;41,58;3,638038629;;;;
1;na;8;6;587;1325,147;244,12;91,983;34,533;21,643;43,314;34,828;1315;258;50,826;21,92;13,2075;2,050384798;;;;
1;na;8;7;3768;1331,941;363,335;235,907;73,008;65,713;22,257;81,32;1295;377;16,429;66,468;84,78;5,194835142;;;;
1;na;8;8;933;667,072;351,718;115,054;39,195;30,308;43,58;40,46;653;366;50,013;30,931;20,9925;2,584979746;;;;
1;na;8;9;9443;1801,885;394,515;411,387;152,975;78,596;144,089;152,122;1729;357;148,713;82,935;212,4675;8,223776854;;;;
1;na;8;10;870;1154,639;361,823;122,912;47,543;23,299;77,545;49,98;1148;386;70,115;24,553;19,575;2,496180286;;;;
1;na;8;11;3412;416,29;420,29;225,622;73,457;59,14;176,463;76,688;377;427;12,043;61,666;76,77;4,943344006;;;;
1;na;8;12;503;1189,532;413,711;87,841;31,241;20,5;87,416;32,016;1184;399;104,47;21;11,3175;1,89801795;;;;
1;na;8;13;5805;508,366;455,474;312,534;96,768;76,38;24,624;108,522;449;460;16,598;76,264;130,6125;6,447887252;;;;
1;na;8;14;1652;761,99;465,242;174,125;70,761;29,725;93,304;70,576;757;502;82,674;30,023;37,17;3,43970616;;;;
1;na;8;15;1083;738,361;584,777;127,054;47,394;29,095;24,887;48,021;719;597;31,373;30,678;24,3675;2,785034318;;;;
1;na;8;16;7036;111,059;620,437;333,12;119,14;75,193;17,211;126,087;54;650;21,886;79,404;158,31;7,098706789;;;;
1;na;8;17;143;384,052;670,605;43,456;14,916;12,206;79,335;15,811;381;678;71,565;12;3,2175;1,012008922;;;;
1;na;8;18;802;806,256;755,067;110,811;41,483;24,616;22,005;42,544;787;764;23,552;25,953;18,045;2,396643882;;;;
1;na;8;19;2778;329,314;867,498;201,723;72,554;48,751;45,076;74,202;307;897;52,667;49,497;62,505;4,460488699;;;;
1;na;8;20;154;94,11;848,805;48,527;17,643;11,114;27,319;18,601;88;855;36,254;11,637;3,465;1,050211291;;;;
1;na;8;21;354;1948,819;853,667;76,426;30,625;14,718;25,839;30,529;1936;862;31,608;15,582;7,965;1,59227455;;;;
1;na;8;22;1441;617,605;936,765;150,368;56,399;32,531;12,901;59,203;590;947;15,68;34;32,4225;3,212538293;;;;
1;na;8;23;908;1547,999;1005,1;125,882;46,841;24,681;94,962;48,374;1544;1029;82,875;27,316;20,43;2,550111953;;;;
1;na;8;24;819;1990,22;1003,41;108,468;39,371;26,486;30,815;40,719;1972;1011;24,677;27,178;18,4275;2,421911523;;;;
1;na;8;25;609;1623,659;1029,191;94,811;35,27;21,985;42,599;35,609;1611;1042;38,157;22,463;13,7025;2,088454265;;;;
1;na;8;26;10675;365,914;1129,464;427,889;140,427;96,79;132,985;152,003;314;1068;127,247;104,851;240,1875;8,743800992;;;;
1;na;8;27;2121;444,021;1117,374;200,551;72,092;37,46;123,952;71,701;412;1094;140,092;41,087;47,7225;3,897504784;;;;
1;na;8;28;774;614,317;1116,477;112,912;45,045;21,878;13,255;46,239;593;1126;21,571;22,236;17,415;2,354435531;;;;
1;na;8;29;1166;1728,931;1160,592;131,782;45,248;32,81;20,217;48,083;1705;1163;16,928;34,184;26,235;2,889785436;;;;
1;na;8;30;920;1423,707;1210,011;116,468;42,299;27,693;26,183;43,863;1404;1219;24,228;29,14;20,7;2,566907603;;;;
1;na;8;31;858;1804,302;1257,626;113,882;43,744;24,974;40,649;45;1786;1271;36,87;25,456;19,305;2,478905475;;;;
1;na;8;32;6055;1798,476;1493,046;296,635;101,81;75,724;64,54;100,344;1774;1537;60,113;74,232;136,2375;6,585267126;;;;
1;na;8;33;10876;396,839;1571,954;410,458;145,924;94,897;32,207;142,864;326;1586;13,355;92,657;244,71;8,825735791;;;;
1;na;8;34;2185;1682,187;1570,834;179,48;63,767;43,628;43,53;64,405;1656;1592;36,158;44,548;49,1625;3,955870294;;;;
1;na;8;35;690;1927,303;1607,796;104,468;41,217;21,315;49,855;42,012;1914;1624;51,766;21,92;15,525;2,223007194;;;;
1;na;8;36;3094;1398,226;1639,944;210,108;68,82;57,242;38,751;69,462;1368;1656;30,256;56,569;69,615;4,707349862;;;;
1;na;8;37;2079;617,037;1697,5;180,309;67,532;39,197;31,792;68;587;1715;28,072;41,256;46,7775;3,858722677;;;;
1;na;8;38;9160;331,4;1905,812;380,274;133,321;87,479;104,818;136,297;332;1837;93,786;85,727;206,1;8,099609098;;;;
1;na;8;39;563;1578,26;1951,571;96,569;36,275;19,761;33,506;38,013;1563;1964;35,362;21,476;12,6675;2,008031495;;;;
1;na;8;40;352;1409,156;2013,02;75,255;28,193;15,897;53,769;29,411;1399;2024;54,689;16,85;7,92;1,587770229;;;;
1;na;8;41;95;31,121;2031,753;38,042;12,727;9,504;151,61;13,892;25;2029;149,744;10,737;2,1375;0,824855976;;;;
1;na;9;1;11577;1359,411;111,609;448,416;168,853;87,296;77,977;172,131;1344;195;80,975;87,066;260,4825;9,105721;;;;
1;na;9;2;519;886,369;52,855;85,841;30,141;21,924;178,204;31,048;871;50;165,069;22;11,6775;1,927968801;;;;
1;na;9;3;1225;1552,433;92,573;164,752;63,879;24,417;170,764;61,294;1521;89;174,382;27,733;27,5625;2,961995314;;;;
1;na;9;4;59;736,466;93,093;27,799;8,932;8,411;120,886;10;733;89;126,87;9;1,3275;0,650043363;;;;
1;na;9;5;1261;1542,203;183,184;159,054;66,432;24,168;97,713;64,133;1539;152;100,784;25,862;28,3725;3,005203362;;;;
1;na;9;6;18543;90,452;262,509;553,487;190,593;123,875;5,022;197,649;5;316;17,977;130,049;417,2175;11,52408152;;;;
1;na;9;7;11595;1041,551;344,57;527,061;136,897;107,841;70,921;158,041;994;394;41,152;115,71;260,8875;9,11279707;;;;
1;na;9;8;8679;851,022;409,011;387,789;135,609;81,488;21,926;142,127;788;435;13,841;81,938;195,2775;7,884082623;;;;
1;na;9;9;585;1563,732;429,715;90,669;29,171;25,534;28,467;30,48;1551;439;41,009;26,292;13,1625;2,046888829;;;;
1;na;9;10;1566;260,655;556,125;148,711;50,031;39,853;89,003;50,922;252;579;70,498;40;35,235;3,348977283;;;;
1;na;9;11;1053;1684,766;552,778;174,024;63,451;21,13;168,044;66,753;1650;553;171,384;27,338;23,6925;2,746189538;;;;
1;na;9;12;7175;1359,346;623,249;362,919;143,976;63,452;66,573;139,205;1334;690;65,829;61,877;161,4375;7,16848326;;;;
1;na;9;13;9191;259,03;735,048;391,505;137,129;85,338;76,513;137,321;247;800;82,047;91,638;206,7975;8,113303192;;;;
1;na;9;14;933;402,281;726,617;190,326;86,157;13,788;96,472;85,329;395;689;100,125;16,118;20,9925;2,584979746;;;;
1;na;9;15;2262;1381,75;724,398;264,208;102,013;28,232;3,302;110,073;1319;726;2,083;32,282;50,895;4,024969771;;;;
1;na;9;16;13805;1888,295;851,837;512,642;187,321;93,834;117,824;187,04;1829;772;114,647;92,529;310,6125;9,943391249;;;;
1;na;9;17;226;1039,885;806,398;57,698;20,911;13,761;109,494;21,541;1036;796;111,801;14,867;5,085;1,272244383;;;;
1;na;9;18;277;1634,619;812,096;63,113;23,347;15,106;95,862;23,77;1632;801;104,621;15;6,2325;1,408497911;;;;
1;na;9;19;950;986,789;824,187;120,912;45,601;26,525;7,364;45,122;966;830;12,804;26,964;21,375;2,608423627;;;;
1;na;9;20;308;1516,026;979,529;64,184;21,761;18,021;74,393;22,804;1512;990;74,745;18;6,93;1,485223051;;;;
1;na;9;21;177;230,398;1003,975;50,284;18,833;11,966;103,338;19,313;227;995;111,251;12,456;3,9825;1,125908132;;;;
1;na;9;22;259;2005,546;1006,643;61,598;21,503;15,336;117,178;22,847;2001;995;113,199;16,527;5,8275;1,361965808;;;;
1;na;9;23;5403;1772,718;1043,043;287,563;92,313;74,521;141,93;96,566;1724;1031;164,381;77,69;121,5675;6,220621921;;;;
1;na;9;24;154;1525,688;1068,305;55,698;21,441;9,145;99,724;22,804;1523;1056;105,255;10;3,465;1,050211291;;;;
1;na;9;25;1965;1196,345;1110,648;260,794;79,449;31,491;140,505;92,315;1163;1074;140,274;47,737;44,2125;3,751436504;;;;
1;na;9;26;147;459,337;1079,82;43,456;14,85;12,604;123,327;15,811;455;1073;124,695;13;3,3075;1,026065275;;;;
1;na;9;27;587;1360,435;1096,035;94,811;34,59;21,607;35,859;34,67;1345;1106;33,232;23,378;13,2075;2,050384798;;;;
1;na;9;28;2136;493,706;1130,935;178,51;60,152;45,212;92,198;62,801;487;1160;80,838;45;48,06;3,911262345;;;;
1;na;9;29;2515;977,575;1142,572;277,948;86,157;37,167;5,079;92,195;937;1150;12,529;50,742;56,5875;4,244097158;;;;
1;na;9;30;175;1254,237;1123,66;49,113;15,757;14,141;46,903;17,205;1249;1131;54,462;14,849;3,9375;1,119528998;;;;
1;na;9;31;3798;258,191;1166,811;231,622;73,425;65,86;161,853;73,824;222;1176;8,569;65,967;85,455;5,215474218;;;;
1;na;9;32;1136;1970,14;1172,046;163,196;62,225;23,244;106,355;65,46;1962;1136;108,712;28,873;25,56;2,852367559;;;;
1;na;9;33;1800;179,072;1172,431;160,368;56,139;40,824;142,316;58,412;157;1153;141,953;42,939;40,5;3,590480524;;;;
1;na;9;34;300;2009,317;1162,043;66,77;24,527;15,573;89,58;25,318;2007;1175;80,91;16;6,75;1,465807536;;;;
1;na;9;35;485;930,564;1186,964;83,497;27,197;22,705;158,074;28,302;918;1181;147,995;22,817;10,9125;1,863748007;;;;
1;na;9;36;7799;1284,039;1266,003;502,475;193,489;51,321;93,699;202,312;1273;1176;96,528;74,485;175,4775;7,473702098;;;;
1;na;9;37;507;1150,814;1191,315;96,669;35,945;17,959;177,148;36,674;1132;1191;168,996;19;11,4075;1,905549796;;;;
1;na;9;38;1327;1808,347;1217,024;136,225;44,611;37,874;10,289;45;1790;1231;36,87;37;29,8575;3,08284567;;;;
1;na;9;39;1346;333,796;1235,169;144,995;51,402;33,341;34,826;53,31;310;1246;23,199;33,634;30,285;3,104837339;;;;
1;na;9;40;4545;1648,304;1280,239;366,777;124,175;46,603;91,278;147,98;1637;1214;96,597;55;102,2625;5,705362805;;;;
1;na;9;41;536;377,08;1228,431;90,468;27,301;24,997;18,556;31,064;362;1227;176,309;26,087;12,06;1,95928998;;;;
1;na;9;42;175;1587,757;1229,18;53,456;22,121;10,073;101,394;22,136;1584;1219;108,435;10,475;3,9375;1,119528998;;;;
1;na;9;43;676;278,743;1242,016;125,296;43,461;19,804;175,897;47,676;259;1238;170,34;23,011;15,21;2,200339376;;;;
1;na;9;44;1791;208,246;1253,599;232,108;81,423;28,007;176,11;87,573;163;1247;173,443;33,77;40,2975;3,581493074;;;;
1;na;9;45;2869;1861,689;1292,638;237,522;65,997;55,35;121,842;76,118;1850;1258;99,834;60,237;64,5525;4,532956974;;;;
1;na;9;46;93;16,876;1265,866;37,799;15,31;7,734;11,412;15,811;9;1268;18,435;8;2,0925;0,816127096;;;;
1;na;9;47;1286;1222,862;1295,978;137,539;46,039;35,565;92,058;48,052;1214;1318;77,989;36,846;28,935;3,03484704;;;;
1;na;9;48;1336;1707,456;1302,263;139,782;46,009;36,972;61,076;48,847;1695;1324;67,109;39;30,06;3,093282266;;;;
1;na;9;49;70;1434,943;1297,1;31,213;10,949;8,14;117,723;11,662;1432;1292;120,964;8,856;1,575;0,708052308;;;;
1;na;9;50;10422;224,915;1375,285;412,357;134,541;98,63;124,439;136,945;202;1307;99,669;96,621;234,495;8,639564616;;;;
1;na;9;51;711;296,802;1330,874;101,497;34,714;26,078;102,449;35,114;290;1314;109,983;26;15,9975;2,256582018;;;;
1;na;9;52;2790;1551,16;1376,666;263,723;87,215;40,731;79,24;101,242;1528;1412;73,355;52,078;62,775;4,470112203;;;;
1;na;9;53;62;2034,774;1329,565;29,556;10,502;7,517;107,981;11,402;2031;1325;127,875;8;1,395;0,666364983;;;;
1;na;9;54;221;1667,957;1348,12;63,941;22,952;12,26;106,788;25,632;1665;1335;110,556;14,716;4,9725;1,25809217;;;;
1;na;9;55;396;920,927;1396,21;73,598;25,104;20,085;127,447;26,401;914;1385;127,304;21,025;8,91;1,684084643;;;;
1;na;9;56;12246;1144,538;1454;435,061;148,566;104,951;169,404;149,777;1070;1441;171,167;103,781;275,535;9,365122236;;;;
1;na;9;57;10323;1004,773;1494,833;580,5;148,877;88,285;97,016;182,275;999;1402;93,145;112,127;232,2675;8,598432502;;;;
1;na;9;58;935;1312,981;1449,992;115,882;38,537;30,892;34,865;40,224;1294;1460;34,875;31,82;21,0375;2,587748873;;;;
1;na;9;59;768;1400,483;1454,661;113,397;34,495;28,347;36,656;40;1382;1466;36,87;29,993;17,28;2,345292057;;;;
1;na;9;60;4649;792,934;1511,013;434,659;143,922;41,129;1,12;150,96;730;1519;6,466;48,386;104,6025;5,77026948;;;;
1;na;9;61;14398;637,477;1567,022;529,671;188,793;97,101;58,881;191,175;572;1628;42,032;99,358;323,955;10,15470724;;;;
1;na;9;62;203;498,796;1550,062;51,941;17,92;14,423;96,406;18,682;496;1541;105,524;15;4,5675;1,205769632;;;;
1;na;9;63;160;1567,625;1561,512;47,113;17,279;11,79;110,018;18,028;1565;1553;109,44;12,653;3,6;1,07047447;;;;
1;na;9;64;2917;202,846;1592,209;276,593;69,568;53,387;104,491;77,885;189;1557;105,642;64,765;65,6325;4,570719156;;;;
1;na;9;65;1599;1412,882;1591,565;157,782;57,069;35,674;83,827;60,208;1404;1620;78,503;36;35,9775;3,38407948;;;;
1;na;9;66;163;255,506;1579,426;47,456;16,389;12,664;121,808;17,493;251;1572;120,964;13,868;3,6675;1,080463561;;;;
1;na;9;67;2098;1350,093;1621,846;175,581;57,046;46,826;103,768;59,908;1345;1590;104,5;49;47,205;3,876315026;;;;
1;na;9;68;341;707,28;1648,26;69,598;25,546;16,996;102,507;26,306;705;1635;98,746;17;7,6725;1,56276441;;;;
1;na;9;69;5901;569,969;1692,637;306,35;95,673;78,532;90,714;102,956;560;1639;114,075;81,1;132,7725;6,500984492;;;;
1;na;9;70;3702;342,882;1706,491;239,279;84,072;56,066;95,301;86,833;333;1747;82,057;57,992;83,295;5,149137983;;;;
1;na;9;71;3049;63,496;1734,612;253,196;107,753;36,028;92,5;105,304;56;1783;85,643;35,543;68,6025;4,672991972;;;;
1;na;9;72;994;765,872;1715,811;181,196;73,923;17,121;100,226;76,688;757;1685;102,043;24,823;22,365;2,668145537;;;;
1;na;9;73;882;471,226;1730,488;113,882;39,498;28,431;26,596;40,162;452;1740;18,886;29,966;19,845;2,513336367;;;;
1;na;9;74;8466;1860,41;1813,001;379,588;125,025;86,217;29,16;123,976;1798;1825;12,579;85,437;190,485;7,786736073;;;;
1;na;9;75;16640;1737,391;1879,498;556,784;199,716;106,084;154,429;197,101;1653;1837;159,818;104,71;374,4;10,91674042;;;;
1;na;9;76;1777;1959,537;1943,709;161,095;51,55;43,891;78,746;54,818;1948;1969;75,203;46;39,9825;3,567467593;;;;
1;na;9;77;870;1545,645;1959,483;137,64;44,955;24,64;82,902;46,648;1536;1979;59,036;27,141;19,575;2,496180286;;;;
1;na;9;78;7317;123,085;2009,843;387,279;143,999;64,697;10,43;149,121;52;2039;21,231;67,547;164,6325;7,239071234;;;;
1;na;10;1;461;605,309;18,938;107,539;43,892;13,373;150,308;43,081;587;11;158,199;15,337;10,3725;1,817049613;;;;
1;na;10;2;440;188,55;33,68;92,569;28,483;19,669;43,144;31,385;176;40;30,651;22,717;9,9;1,775181082;;;;
1;na;10;3;230;1653,604;44,313;65,012;18,842;15,542;60,333;22,804;1644;51;52,125;17,655;5,175;1,283453802;;;;
1;na;10;4;216;603,88;45,046;58,184;17,86;15,399;30,846;19,209;597;52;51,34;16,388;4,86;1,243778938;;;;
1;na;10;5;1292;621,143;76,353;140,368;48,718;33,766;54,043;51,039;607;95;55,376;36,062;29,07;3,041918538;;;;
1;na;10;6;121;429,401;71,897;40,042;13,678;11,263;98,95;14,318;427;65;114,775;11;2,7225;0,930912813;;;;
1;na;10;7;337;681,731;121,016;71,255;26,005;16,5;15,41;27,514;669;125;19,093;17,757;7,5825;1,553571599;;;;
1;na;10;8;10691;450,391;198,344;533,955;147,482;92,297;129,49;167,075;384;156;150,213;97,182;240,5475;8,75035127;;;;
1;na;10;9;35961;1214,516;279,606;885,335;303,252;150,986;72,859;314,506;1166;425;64,983;172,97;809,1225;16,04841708;;;;
1;na;10;10;6205;589,425;186,007;436,558;96,203;82,123;33,06;118,849;527;205;22,249;90,2;139,6125;6,666336249;;;;
1;na;10;11;1063;706,138;155,207;128,61;40,478;33,437;12,011;43,186;684;160;5,315;35,729;23,9175;2,759198562;;;;
1;na;10;12;1441;887,46;174,898;230,25;54,754;33,509;100,025;68,819;867;153;125,538;44,746;32,4225;3,212538293;;;;
1;na;10;13;98;668,602;169,5;37,456;12,72;9,81;3,743;14,318;661;171;12,095;10;2,205;0,837778789;;;;
1;na;10;14;553;706,033;210,954;96,326;28,834;24,419;91,001;31,623;695;197;124,695;25;12,4425;1,990118278;;;;
1;na;10;15;777;914,358;222,533;139,539;50,185;19,713;9,946;53,6;891;231;14,036;22;17,4825;2,358993977;;;;
1;na;10;16;248;377,944;240,573;63,012;25,403;12,43;35,464;25,807;367;247;35,538;13,435;5,58;1,332729967;;;;
1;na;10;17;483;523,127;254,111;92,225;33,451;18,384;11,221;35,228;505;258;6,52;21,296;10,8675;1,859901258;;;;
1;na;10;18;4871;1324,373;367,7;305,966;124,046;49,997;9,008;121,807;1269;384;12,325;49,854;109,5975;5,906434436;;;;
1;na;10;19;1498;996,666;367,915;145,681;47,155;40,448;69,147;48,662;991;392;80,538;40,81;33,705;3,275459466;;;;
1;na;10;20;847;307,916;395,024;114,569;43,334;24,886;78,351;45,222;302;416;71,966;25;19,0575;2,462963795;;;;
1;na;10;21;7540;195,289;534,453;349,061;110,814;86,634;130,704;117,137;142;500;148,617;83,724;169,65;7,348555789;;;;
1;na;10;22;1859;874,351;566,586;216,794;80,094;29,552;103,122;90,609;865;527;100,814;33,051;41,8275;3,648850061;;;;
1;na;10;23;87;395,557;605,075;40,87;16,477;6,723;34,187;17,205;388;611;35,538;8,062;1,9575;0,789361516;;;;
1;na;10;24;1272;292,425;665,237;139,054;52,164;31,047;84,13;53,852;286;691;74,932;31;28,62;3,018282449;;;;
1;na;10;25;3219;738,523;713,04;213,38;67,913;60,351;58,005;71,021;721;744;57,653;60,811;72,4275;4,80149865;;;;
1;na;10;26;58;605,914;848,103;31,456;9,477;7,792;38,243;11,18;604;854;63,435;8,485;1,305;0,644510979;;;;
1;na;10;27;2950;1261,011;885,189;207,137;72,842;51,564;60,944;73,573;1243;918;58,903;51,445;66,375;4,596500701;;;;
1;na;10;28;56;598,446;857,339;30,385;10,509;6,785;153,9;12,083;592;855;155,556;7,911;1,26;0,633301237;;;;
1;na;10;29;3246;624,362;906,611;256,735;82,716;49,965;49,797;86,816;586;932;24,499;56,401;73,035;4,821593361;;;;
1;na;10;30;233;1622,526;893,448;63,255;25,656;11,563;35,921;25,807;1613;901;35,538;12,859;5,2425;1,291797034;;;;
1;na;10;31;2487;1723,442;915,345;276,995;111,368;28,433;8,966;122,809;1673;923;9,846;31,992;55,9575;4,22040584;;;;
1;na;10;32;1134;1066,251;954,376;137,882;53,605;26,935;84,283;54,918;1063;982;79,509;27;25,515;2,849855566;;;;
1;na;10;33;553;1473,853;968,704;87,74;31,834;22,118;28,576;32,696;1459;976;23,429;22,817;12,4425;1,990118278;;;;
1;na;10;34;632;914,313;987,073;96,326;33,355;24,125;44,036;34,828;901;999;39,174;25,456;14,22;2,12752593;;;;
1;na;10;35;378;1540,474;1003,902;101,983;35,996;13,371;174,462;38,328;1518;1002;172,504;18,815;8,505;1,645364878;;;;
1;na;10;36;999;966,1;1013,518;137,983;57,759;22,022;13,649;56,754;939;1020;14,281;22,935;22,4775;2,674847746;;;;
1;na;10;37;194;1468,655;1009,727;56,284;22,273;11,09;13,025;22,561;1458;1012;12,804;11,885;4,365;1,178737737;;;;
1;na;10;38;72;650,681;1096,153;43,698;13,362;6,861;20,278;17,088;643;1098;20,556;8,44;1,62;0,718096105;;;;
1;na;10;39;283;1941,345;1104,101;66,77;24,689;14,594;34,354;26,077;1930;1111;32,471;16,104;6,3675;1,423670678;;;;
1;na;10;40;753;1904,778;1122,213;141,924;35,21;27,23;28,051;43,267;1883;1132;33,69;32,55;16,9425;2,322275877;;;;
1;na;10;41;80;2036,538;1114,775;33,213;10,642;9,572;31,463;12,53;2032;1119;28,61;10;1,8;0,756939757;;;;
1;na;10;42;494;1279,152;1154,379;85,983;32,118;19,584;57,01;32,757;1271;1169;58,736;20,243;11,115;1,880961027;;;;
1;na;10;43;23810;1964,676;1256,806;787,678;230,485;131,53;95,415;243,393;1950;1140;96,132;146,737;535,725;13,058582;;;;
1;na;10;44;5071;901,819;1199,732;276,836;97,722;66,071;71,405;97,499;884;1244;68,962;67,369;114,0975;6,02647179;;;;
1;na;10;45;1050;1482,611;1171,407;128,711;48,006;27,849;11,426;50,01;1457;1175;11,535;29,923;23,625;2,742274797;;;;
1;na;10;46;880;323,82;1203,141;164,167;64,094;17,481;87,716;60,828;321;1235;80,538;22;19,8;2,510485162;;;;
1;na;10;47;242;1164,095;1188,913;59,113;20,399;15,105;44,294;21,633;1159;1198;56,31;16,536;5,445;1,316509525;;;;
1;na;10;48;692;1333,009;1212,117;98,811;34,485;25,55;23,918;35,44;1316;1216;16,39;26,305;15,57;2,226226612;;;;
