Sample;Tilt angle to optical axis;Image;Particle number;Fläche;Weighed X-Position Central Point;Weighed Y-Position Central Point;Perimeter;Elipse fit Major axis;Elipse fit Minor axis;Elipse angle;Feret caliper;FeretX;FeretY;Feret angle;Min Feret;area_in_nm2;radius_in_nm;;;;
1;na;9;88;827;797,122;1506,643;124,225;42,653;24,687;7,053;46,325;778;1501;166,264;28;18,6075;2,433711406;;;;
1;na;9;89;6747;1226,043;1550,13;318,149;109,506;78,448;2,95;110,023;1171;1558;11,004;78,402;151,8075;6,951390368;;;;
1;na;9;90;56;840,554;1528,929;28,627;11,906;5,989;131,742;12,207;837;1524;124,992;6,364;1,26;0,633301237;;;;
1;na;9;91;730;1033,453;1557,403;101,64;34,986;26,567;141,473;36,056;1019;1547;146,31;26,87;16,425;2,28653447;;;;
1;na;9;92;1667;431,438;1565,232;156,894;52,091;40,746;167,294;56,569;404;1561;171,87;40,711;37,5075;3,455286972;;;;
1;na;9;93;401;187,68;1613,567;73,841;25,574;19,964;27,9;26,42;177;1621;29,476;20,135;9,0225;1,694683141;;;;
1;na;9;94;2181;1613,15;1676,842;229,38;70,063;39,635;123,867;87,618;1580;1640;128,047;46,46;49,0725;3,952247701;;;;
1;na;9;95;7629;79,36;1709,34;364,777;129,442;75,042;134,363;141,428;36;1654;134,427;79,454;171,6525;7,391798681;;;;
1;na;9;96;306;1325,127;1667,35;65,598;23,845;16,339;128,439;24,759;1317;1658;133,363;16,971;6,885;1,480393045;;;;
1;na;9;97;1632;313,463;1698,335;152,61;49,87;41,667;113,38;52,802;301;1675;114,624;43,56;36,72;3,418821291;;;;
1;na;9;98;281;1056,931;1684,863;63,598;23,961;14,932;132,921;24,839;1049;1675;130,101;15,556;6,3225;1,41863112;;;;
1;na;9;99;1403;1685,529;1699,216;138,853;43,491;41,074;140,693;44,643;1679;1678;105,593;41,012;31,5675;3,169897054;;;;
1;na;9;100;142;1087,859;1696,592;43,456;15,106;11,969;144,336;16,279;1082;1691;137,49;12,728;3,195;1,008464222;;;;
1;na;9;101;301;874,746;1702,407;63,598;22,499;17,034;124,047;23,324;868;1693;120,964;17,678;6,7725;1,468248516;;;;
1;na;9;102;7963;666,829;1807,099;375,889;115,198;88,012;22,379;121,05;612;1819;12,888;91,745;179,1675;7,551873048;;;;
1;na;9;103;933;1370,133;1775,775;115,782;39,956;29,731;151,552;40,792;1350;1771;168,69;29,432;20,9925;2,584979746;;;;
1;na;9;104;472;1602,1;1808,676;81,497;28,966;20,748;123,373;29,682;1594;1796;122,619;21,607;10,62;1,83860028;;;;
1;na;9;105;977;439,483;1828,878;124,368;43,86;28,362;148,798;45,651;420;1819;151,189;31,113;21,9825;2,645231006;;;;
1;na;9;106;52;772;1835;24,971;8,137;8,137;0;8,944;770;1831;116,565;8;1,17;0,610264342;;;;
1;na;9;107;478;1294,073;1876,609;83,74;31,507;19,317;136,855;32,016;1284;1864;128,66;19,799;10,755;1,850249396;;;;
1;na;9;108;188;1766,739;1881,851;51,598;19,231;12,447;135,466;19,416;1761;1874;124,509;12,728;4,23;1,160366674;;;;
1;na;9;109;249;1458,592;1912,412;57,698;19,369;16,368;128,542;20,809;1453;1904;125,218;17;5,6025;1,335414219;;;;
1;na;9;110;525;1217,548;1937,852;86,326;30,051;22,244;137,473;31,145;1207;1927;137,603;22,627;11,8125;1,939081105;;;;
1;na;9;111;471;1608,517;1990,15;81,841;28,092;21,348;108,897;29,547;1603;1977;113,962;22;10,5975;1,836651578;;;;
1;na;9;112;2079;1572,772;2009,985;174,752;58,93;44,919;139,598;61,221;1548;1993;141,633;46,225;46,7775;3,858722677;;;;
1;na;9;113;385;1808,895;2010,531;76,083;28,24;17,359;144,294;29,206;1797;2002;141,953;18,385;8,6625;1,660529852;;;;
1;na;9;114;116;1691,905;2028,586;38,385;12,659;11,667;179,693;13,601;1686;2025;143,973;11;2,61;0,911476167;;;;
2;na;1;1;319;516,472;103,597;65,598;21,019;19,323;144,418;22,472;507;98;147,724;19,799;7,1775;1,511512226;;;;
2;na;1;2;2015;1723,374;137,498;205,037;78,325;32,756;49,429;78,816;1704;174;54,293;37,38;45,3375;3,798864892;;;;
2;na;1;3;454;1773,293;157,941;81,841;27,334;21,147;171,75;28,178;1760;154;152,526;22;10,215;1,803201455;;;;
2;na;1;4;111;1817,131;188,473;40,284;15,898;8,89;149,118;17;1810;184;151,928;9,899;2,4975;0,891615915;;;;
2;na;1;5;151;470,116;202,156;45,698;16,08;11,957;128,112;16,643;466;195;122,735;12,604;3,3975;1,039931651;;;;
2;na;1;6;2164;779,105;246,987;176,853;59,175;46,562;1,627;59,481;752;259;16,607;46,598;48,69;3,936814494;;;;
2;na;1;7;817;1895,063;269,613;109,154;38,269;27,182;78,664;39,051;1891;289;76,675;28;18,3825;2,418952559;;;;
2;na;1;8;139;1307,888;288,946;42,627;15,019;11,784;29,059;16,125;1301;293;29,745;12;3,1275;0,997754564;;;;
2;na;1;9;85;1185,888;314,794;34,042;10,688;10,126;121,25;11,705;1180;313;160,017;10,607;1,9125;0,780235642;;;;
2;na;1;10;966;106,09;355,027;126,912;38,788;31,71;50,422;45,453;90;371;50,356;34;21,735;2,630297583;;;;
2;na;1;11;387;1549,797;361,652;75,355;25,916;19,013;78,719;27,313;1544;374;66,251;19,89;8,7075;1,66483733;;;;
2;na;1;12;59;1087,042;368,093;27,556;9,214;8,153;114,387;10;1084;364;126,87;8;1,3275;0,650043363;;;;
2;na;1;13;393;1081,154;395,22;73,841;25,225;19,837;176,023;26,173;1068;394;173,418;20;8,8425;1,677693407;;;;
2;na;1;14;259;1512,782;394,361;61,598;21,51;15,331;42,92;22,472;1504;400;32,276;16,971;5,8275;1,361965808;;;;
2;na;1;15;169;889,133;393,334;47,113;15,795;13,623;134,996;16,643;885;386;122,735;14,142;3,8025;1,100169688;;;;
2;na;1;16;101;1423,5;391,124;36,385;12,181;10,558;174,637;13,038;1418;388;147,529;10;2,2725;0,850505271;;;;
2;na;1;17;417;964,692;441,203;79,154;28,694;18,504;43,517;29,206;957;454;51,953;19,029;9,3825;1,728161598;;;;
2;na;1;18;7573;1859,767;493,882;416,517;121,901;79,099;47,771;126,779;1822;539;57,563;93,673;170,3925;7,36461929;;;;
2;na;1;19;425;276,792;471,872;76,083;25,125;21,538;20,776;26,401;265;477;24,624;22,363;9,5625;1,744659934;;;;
2;na;1;20;4656;561,314;502,172;282,593;85,241;69,546;139,368;91,214;519;477;142,125;76,465;104,76;5,774611994;;;;
2;na;1;21;77;806,357;492,097;31,213;10,293;9,525;104,182;11,18;804;487;116,565;10;1,7325;0,742611526;;;;
2;na;1;22;286;1146,231;520,72;65,255;24,169;15,067;51,005;24,698;1140;532;58,241;16,1;6,435;1,431196743;;;;
2;na;1;23;159;444,582;535,469;46,042;16,595;12,199;33,935;17,804;437;540;38,157;12,728;3,5775;1,067123994;;;;
2;na;1;24;90;619,711;553,033;34,627;11,804;9,708;4,932;12,649;614;555;18,435;10;2,025;0,802855852;;;;
2;na;1;25;287;1508,577;569,305;61,113;20,012;18,26;157,043;21,471;1499;565;152,241;18;6,4575;1,433696652;;;;
2;na;1;26;122;1041,59;568,295;40,627;14,019;11,081;171,078;14,56;1035;565;164,055;11;2,745;0,934751645;;;;
2;na;1;27;163;1300,058;577,561;46,87;16,585;12,513;165,003;17,464;1292;574;156,371;12,991;3,6675;1,080463561;;;;
2;na;1;28;361;1611,813;637,259;71,598;25,913;17,738;163,807;26,926;1600;632;158,199;18,436;8,1225;1,607940313;;;;
2;na;1;29;228;1004,009;640,482;55,113;18,396;15,781;169,629;19,313;995;637;158,749;16;5,13;1,277861384;;;;
2;na;1;30;79;500,234;664,07;32,385;10,777;9,333;99,579;11,705;497;659;109,983;9;1,7775;0,752194006;;;;
2;na;1;31;257;1065,893;670,986;58,527;20,502;15,961;166,495;21,19;1056;667;160,71;16;5,7825;1,356697062;;;;
2;na;1;32;91;1739,544;673,863;35,799;11,8;9,819;92,669;12,53;1736;679;61,39;10;2,0475;0,807303841;;;;
2;na;1;33;125;753,604;708,884;40,627;13,789;11,542;146,285;15;747;705;143,13;12;2,8125;0,946174696;;;;
2;na;1;34;846;708,637;724,232;109,64;38,293;28,129;109,964;38,639;704;705;100,437;28,464;19,035;2,461509432;;;;
2;na;1;35;153;425,552;728,049;44,627;15,746;12,372;179,147;16,553;418;731;25,017;12;3,4425;1,046795961;;;;
2;na;1;36;325;496,998;747,977;67,598;24,299;17,03;163,432;24,739;485;746;165,964;17,744;7,3125;1,525660854;;;;
2;na;1;37;4151;1651,487;777,936;252,208;87,521;60,388;150,649;88,091;1616;751;140,528;61,351;93,3975;5,452462526;;;;
2;na;1;38;107;1903,294;750,182;37,213;12,236;11,134;91,65;13,038;1901;744;122,471;11;2,4075;0,875403365;;;;
2;na;1;39;326;169,414;771,788;67,355;23,315;17,803;76,606;24,352;166;784;70,821;18;7,335;1,528006222;;;;
2;na;1;40;80;1428,95;815,362;31,213;10,331;9,86;157,673;11,18;1427;810;116,565;10;1,8;0,756939757;;;;
2;na;1;41;132;1472,417;826,205;41,456;14,488;11,601;141,94;15,264;1468;820;121,608;12,08;2,97;0,972306722;;;;
2;na;1;42;54;2015,222;827,185;26,385;8,633;7,964;159,962;9,487;2011;825;161,565;8;1,215;0,621889469;;;;
2;na;1;43;235;91,879;836,726;58,527;21,429;13,963;23,772;21,954;82;842;30,069;14,799;5,2875;1,297329381;;;;
2;na;1;44;204;937,5;856,417;51,698;17,009;15,271;100,004;17,72;935;848;106,39;15;4,59;1,208735859;;;;
2;na;1;45;98;1977,633;890,02;36,042;12,062;10,344;41,779;13,038;1972;893;32,471;11;2,205;0,837778789;;;;
2;na;1;46;660;457,565;920,971;101,154;35,358;23,767;71,958;36,056;450;939;70,56;25,305;14,85;2,174143926;;;;
2;na;1;47;111;1825,833;944,914;38,042;12,119;11,662;3,264;13,038;1820;942;147,529;12;2,4975;0,891615915;;;;
2;na;1;48;80;883,962;944,725;32,385;10,533;9,67;24,5;11,402;880;949;37,875;10;1,8;0,756939757;;;;
2;na;1;49;255;1371,59;951,069;60,426;19,777;16,417;36,491;20,809;1363;957;35,218;16,971;5,7375;1,351407774;;;;
2;na;1;50;82;258,5;949,841;33,213;10,986;9,504;170,414;11,705;253;948;160,017;10;1,845;0,766343095;;;;
2;na;1;51;733;1456,234;986,661;101,983;35,509;26,283;3,55;36,497;1438;988;9,462;27;16,4925;2,291228011;;;;
2;na;1;52;161;1744,73;991,152;46,284;15,767;13,001;178,305;16,492;1737;989;165,964;13;3,6225;1,073814492;;;;
2;na;1;53;98;905,878;1000,694;36,385;11,738;10,63;66,183;12,806;900;1004;38,66;11;2,205;0,837778789;;;;
2;na;1;54;138;347,159;1054,681;43,698;14,576;12,055;54,859;15,652;344;1062;63,435;12,728;3,105;0,99415904;;;;
2;na;1;55;128;631,828;1074,312;42,627;15,278;10,667;75,632;15,811;628;1081;71,565;11;2,88;0,957461473;;;;
2;na;1;56;164;268,476;1082,232;46,042;15,801;13,215;163,071;17;261;1078;151,928;13;3,69;1,083772799;;;;
2;na;1;57;1546;652,748;1106,342;153,296;51,674;38,094;179,015;52,393;628;1112;13,241;38,234;34,785;3,327523011;;;;
2;na;1;58;1005;1831,039;1108,094;123,397;43,061;29,716;109,754;43,829;1820;1090;124,778;30,013;22,6125;2,682868297;;;;
2;na;1;59;201;1872,356;1097,405;53,355;19,258;13,289;124,067;20,125;1867;1089;116,565;14,142;4,5225;1,199815178;;;;
2;na;1;60;1180;450,612;1118,601;132,468;41,359;36,326;144,662;44,204;434;1104;142,352;37;26,55;2,907082296;;;;
2;na;1;61;252;1171,798;1122,841;59,113;19,68;16,304;42,404;20,809;1163;1129;35,218;17,445;5,67;1,343434797;;;;
2;na;1;62;4779;796,491;1157,798;283,664;92,339;65,897;121,509;93,231;765;1125;125,395;69,115;107,5275;5,850390268;;;;
2;na;1;63;318;1099,478;1129,233;66,184;23,687;17,094;119,977;24,413;1093;1119;124,992;17,894;7,155;1,509141225;;;;
2;na;1;64;109;2027,849;1134,362;38,385;12,268;11,313;30,39;13,454;2023;1139;41,987;11;2,4525;0,883546827;;;;
2;na;1;65;138;1767,754;1147,225;42,87;14,525;12,097;22,721;15,264;1761;1151;31,608;12,527;3,105;0,99415904;;;;
2;na;1;66;810;1421,684;1169,051;129,154;52,854;19,513;80,085;51,245;1414;1191;72,979;22,508;18,225;2,408567557;;;;
2;na;1;67;128;18,914;1150,656;42,87;16,029;10,167;163,56;16,492;11;1149;165,964;11;2,88;0,957461473;;;;
2;na;1;68;231;1251,989;1178,348;57,113;20,821;14,126;163,415;21,541;1242;1175;158,199;15;5,1975;1,286240892;;;;
2;na;1;69;63;273,246;1177,484;30,042;11,751;6,826;52,198;12,207;270;1183;55,008;7,778;1,4175;0,671717399;;;;
2;na;1;70;78;345,859;1180,115;31,213;10,003;9,928;30,823;10,817;342;1176;123,69;10;1,755;0,747418123;;;;
2;na;1;71;91;463,445;1203,797;33,799;11,194;10,351;173,639;12,083;458;1201;155,556;10;2,0475;0,807303841;;;;
2;na;1;72;50;1488,54;1234,4;29,799;10,564;6,026;166,945;11,402;1483;1236;15,255;6,871;1,125;0,598413421;;;;
2;na;1;73;238;2011,508;1256,437;55,698;18,933;16,006;135,523;20,248;2003;1251;147,095;16,971;5,355;1,305583946;;;;
2;na;1;74;368;118,948;1286,685;72,083;25,318;18,507;35,35;25,807;108;1293;35,538;19,092;8,28;1,623454914;;;;
2;na;1;75;171;481,137;1286,646;48,284;16,43;13,251;57,424;17,889;478;1295;63,435;14;3,8475;1,106660421;;;;
2;na;1;76;62;410,258;1290,081;28,142;9,328;8,463;3,115;10,296;406;1287;150,945;8;1,395;0,666364983;;;;
2;na;1;77;442;2013,882;1297,575;77,841;26,572;21,179;19,122;27,514;2001;1303;19,093;21,826;9,945;1,77921101;;;;
2;na;1;78;127;734,106;1306,571;41,213;14,959;10,81;165,699;15,652;727;1303;153,435;11;2,8575;0,953714056;;;;
2;na;1;79;314;1225,318;1327,325;77,74;30,895;12,94;138,424;33,601;1212;1316;143,471;14,142;7,065;1,499619734;;;;
2;na;1;80;336;612,551;1373,467;91,154;35,273;12,129;116,137;34,67;603;1358;123,232;14,845;7,56;1,551264884;;;;
2;na;1;81;326;1186,264;1394,635;66,77;23,284;17,827;115,039;24,597;1180;1384;116,565;18,34;7,335;1,528006222;;;;
2;na;1;82;159;933,462;1397,984;45,698;15,306;13,226;82,972;16,279;932;1406;79,38;13;3,5775;1,067123994;;;;
2;na;1;83;1489;1069,844;1427,44;148,125;50,119;37,827;135,478;52,802;1050;1412;142,696;40,46;33,5025;3,265605145;;;;
2;na;1;84;386;1117,834;1428,132;73,255;25,66;19,153;36,999;26,401;1107;1436;37,304;19,799;8,685;1,662684986;;;;
2;na;1;85;151;1884,407;1461,05;45,113;15,355;12,521;109,712;16,279;1884;1453;100,62;13;3,3975;1,039931651;;;;
2;na;1;86;874;1325,773;1521,46;114,468;34,686;32,082;32,63;37,216;1309;1515;173,83;33,104;19,665;2,501912051;;;;
2;na;1;87;220;395,373;1555,682;54,77;17,289;16,202;106,436;18,439;393;1547;102,529;16,552;4,95;1,255242581;;;;
2;na;1;88;410;89,305;1559,654;80,184;31,299;16,679;12,46;31,623;75;1566;18,435;17,765;9,225;1,713595256;;;;
2;na;1;89;392;456,76;1567,337;73,841;23,73;21,033;73,022;24,739;453;1579;75,964;21,588;8,82;1,675557578;;;;
2;na;1;90;499;816,073;1584,991;83,74;27,654;22,975;135,021;28,425;806;1575;129,289;23,335;11,2275;1,890456095;;;;
2;na;1;91;603;2001,352;1592,391;92,326;31,305;24,525;167,157;31,78;1986;1590;167,276;25,225;13,5675;2,078140847;;;;
2;na;1;92;844;153,797;1596,223;108,669;33,112;32,454;136,365;35,805;145;1581;125,91;31,973;18,99;2,458598125;;;;
2;na;1;93;454;389,119;1618,775;77,841;24,978;23,143;120,179;26,077;382;1608;122,471;23,934;10,215;1,803201455;;;;
2;na;1;94;449;1213,683;1639,743;78,669;25,019;22,85;63,362;26,077;1206;1651;57,529;23,704;10,1025;1,793244441;;;;
2;na;1;95;88;1734,761;1640,182;34,042;10,962;10,221;144,327;11,705;1732;1635;109,983;10,607;1,98;0,793885114;;;;
2;na;1;96;334;447,799;1647,129;77,598;32,709;13,001;21,931;32,202;433;1654;25,769;13,748;7,515;1,546641133;;;;
2;na;1;97;522;798,807;1693,517;85,255;28,211;23,559;149,563;29,833;788;1683;140,44;24,599;11,745;1,933532936;;;;
2;na;1;98;555;1856,132;1726,433;105,296;41,447;17,05;128,878;44,688;1843;1708;130,462;18,385;12,4875;1,993713797;;;;
2;na;1;99;429;1969,833;1727,801;86,669;27,384;19,946;121,613;31,145;1958;1721;137,603;22,689;9,6525;1,752850871;;;;
2;na;1;100;1007;464,079;1751,934;132,61;46,735;27,435;74,083;48,466;458;1773;68,199;31,147;22,6575;2,685536491;;;;
2;na;1;101;590;1982,737;1775,834;92,912;30,111;24,948;99,714;31,78;1977;1760;102,724;25;13,275;2,055617605;;;;
2;na;1;102;224;1242,692;1857,728;54,527;17,353;16,436;176,551;18,385;1234;1855;157,62;17;5,04;1,266602474;;;;
2;na;1;103;465;1330,433;1860,689;81,841;29,955;19,765;162,713;30,676;1316;1857;160,974;20,517;10,4625;1,824915665;;;;
2;na;1;104;107;439,949;1882,481;36,627;12,055;11,301;5,396;13;434;1885;22,62;11;2,4075;0,875403365;;;;
2;na;1;105;295;1216,666;1897,554;64,426;22,933;16,379;27,082;23,77;1206;1903;22,249;17,442;6,6375;1,453541148;;;;
2;na;1;106;129;1962,686;1893,252;42,042;15,193;10,81;175,431;15,811;1955;1895;18,435;11;2,9025;0,96119428;;;;
2;na;1;107;102;938,127;1927,892;37,456;12,069;10,76;126,177;12,806;934;1923;128,66;11,314;2,295;0,854705323;;;;
2;na;1;108;234;858,064;1934,226;56,77;18,272;16,306;177,758;19,416;848;1934;168,111;17;5,265;1,294566163;;;;
2;na;1;109;578;1058,175;1952,785;92,669;34,198;21,52;70,889;35,847;1051;1970;67,011;23;13,005;2,03460563;;;;
2;na;1;110;889;1597,792;1983,861;113,397;38,615;29,313;176,479;39,812;1578;1986;11,592;30;20,0025;2,523290213;;;;
2;na;1;111;571;753,553;1991,544;89,154;30,315;23,982;38,096;31,145;742;2002;42,397;24,042;12,8475;2,022247824;;;;
2;na;1;112;203;790,643;1990,155;54,284;21,484;12,031;6,985;21,84;780;1993;15,945;12;4,5675;1,205769632;;;;
2;na;1;113;520;1804,325;2016,792;85,497;27,21;24,332;57,275;28,601;1794;2026;36,469;25,042;11,7;1,929825295;;;;
2;na;2;1;319;516,472;103,597;65,598;21,019;19,323;144,418;22,472;507;98;147,724;19,799;7,1775;1,511512226;;;;
2;na;2;2;2015;1723,374;137,498;205,037;78,325;32,756;49,429;78,816;1704;174;54,293;37,38;45,3375;3,798864892;;;;
2;na;2;3;454;1773,293;157,941;81,841;27,334;21,147;171,75;28,178;1760;154;152,526;22;10,215;1,803201455;;;;
2;na;2;4;111;1817,131;188,473;40,284;15,898;8,89;149,118;17;1810;184;151,928;9,899;2,4975;0,891615915;;;;
2;na;2;5;151;470,116;202,156;45,698;16,08;11,957;128,112;16,643;466;195;122,735;12,604;3,3975;1,039931651;;;;
2;na;2;6;2164;779,105;246,987;176,853;59,175;46,562;1,627;59,481;752;259;16,607;46,598;48,69;3,936814494;;;;
2;na;2;7;817;1895,063;269,613;109,154;38,269;27,182;78,664;39,051;1891;289;76,675;28;18,3825;2,418952559;;;;
2;na;2;8;139;1307,888;288,946;42,627;15,019;11,784;29,059;16,125;1301;293;29,745;12;3,1275;0,997754564;;;;
2;na;2;9;85;1185,888;314,794;34,042;10,688;10,126;121,25;11,705;1180;313;160,017;10,607;1,9125;0,780235642;;;;
2;na;2;10;966;106,09;355,027;126,912;38,788;31,71;50,422;45,453;90;371;50,356;34;21,735;2,630297583;;;;
2;na;2;11;387;1549,797;361,652;75,355;25,916;19,013;78,719;27,313;1544;374;66,251;19,89;8,7075;1,66483733;;;;
2;na;2;12;59;1087,042;368,093;27,556;9,214;8,153;114,387;10;1084;364;126,87;8;1,3275;0,650043363;;;;
2;na;2;13;393;1081,154;395,22;73,841;25,225;19,837;176,023;26,173;1068;394;173,418;20;8,8425;1,677693407;;;;
2;na;2;14;259;1512,782;394,361;61,598;21,51;15,331;42,92;22,472;1504;400;32,276;16,971;5,8275;1,361965808;;;;
2;na;2;15;169;889,133;393,334;47,113;15,795;13,623;134,996;16,643;885;386;122,735;14,142;3,8025;1,100169688;;;;
2;na;2;16;101;1423,5;391,124;36,385;12,181;10,558;174,637;13,038;1418;388;147,529;10;2,2725;0,850505271;;;;
2;na;2;17;417;964,692;441,203;79,154;28,694;18,504;43,517;29,206;957;454;51,953;19,029;9,3825;1,728161598;;;;
2;na;2;18;7573;1859,767;493,882;416,517;121,901;79,099;47,771;126,779;1822;539;57,563;93,673;170,3925;7,36461929;;;;
2;na;2;19;425;276,792;471,872;76,083;25,125;21,538;20,776;26,401;265;477;24,624;22,363;9,5625;1,744659934;;;;
2;na;2;20;4656;561,314;502,172;282,593;85,241;69,546;139,368;91,214;519;477;142,125;76,465;104,76;5,774611994;;;;
2;na;2;21;77;806,357;492,097;31,213;10,293;9,525;104,182;11,18;804;487;116,565;10;1,7325;0,742611526;;;;
2;na;2;22;286;1146,231;520,72;65,255;24,169;15,067;51,005;24,698;1140;532;58,241;16,1;6,435;1,431196743;;;;
2;na;2;23;159;444,582;535,469;46,042;16,595;12,199;33,935;17,804;437;540;38,157;12,728;3,5775;1,067123994;;;;
2;na;2;24;90;619,711;553,033;34,627;11,804;9,708;4,932;12,649;614;555;18,435;10;2,025;0,802855852;;;;
2;na;2;25;287;1508,577;569,305;61,113;20,012;18,26;157,043;21,471;1499;565;152,241;18;6,4575;1,433696652;;;;
2;na;2;26;122;1041,59;568,295;40,627;14,019;11,081;171,078;14,56;1035;565;164,055;11;2,745;0,934751645;;;;
2;na;2;27;163;1300,058;577,561;46,87;16,585;12,513;165,003;17,464;1292;574;156,371;12,991;3,6675;1,080463561;;;;
2;na;2;28;361;1611,813;637,259;71,598;25,913;17,738;163,807;26,926;1600;632;158,199;18,436;8,1225;1,607940313;;;;
2;na;2;29;228;1004,009;640,482;55,113;18,396;15,781;169,629;19,313;995;637;158,749;16;5,13;1,277861384;;;;
2;na;2;30;79;500,234;664,07;32,385;10,777;9,333;99,579;11,705;497;659;109,983;9;1,7775;0,752194006;;;;
2;na;2;31;257;1065,893;670,986;58,527;20,502;15,961;166,495;21,19;1056;667;160,71;16;5,7825;1,356697062;;;;
2;na;2;32;91;1739,544;673,863;35,799;11,8;9,819;92,669;12,53;1736;679;61,39;10;2,0475;0,807303841;;;;
2;na;2;33;125;753,604;708,884;40,627;13,789;11,542;146,285;15;747;705;143,13;12;2,8125;0,946174696;;;;
2;na;2;34;846;708,637;724,232;109,64;38,293;28,129;109,964;38,639;704;705;100,437;28,464;19,035;2,461509432;;;;
2;na;2;35;153;425,552;728,049;44,627;15,746;12,372;179,147;16,553;418;731;25,017;12;3,4425;1,046795961;;;;
2;na;2;36;325;496,998;747,977;67,598;24,299;17,03;163,432;24,739;485;746;165,964;17,744;7,3125;1,525660854;;;;
2;na;2;37;4151;1651,487;777,936;252,208;87,521;60,388;150,649;88,091;1616;751;140,528;61,351;93,3975;5,452462526;;;;
2;na;2;38;107;1903,294;750,182;37,213;12,236;11,134;91,65;13,038;1901;744;122,471;11;2,4075;0,875403365;;;;
2;na;2;39;326;169,414;771,788;67,355;23,315;17,803;76,606;24,352;166;784;70,821;18;7,335;1,528006222;;;;
2;na;2;40;80;1428,95;815,362;31,213;10,331;9,86;157,673;11,18;1427;810;116,565;10;1,8;0,756939757;;;;
2;na;2;41;132;1472,417;826,205;41,456;14,488;11,601;141,94;15,264;1468;820;121,608;12,08;2,97;0,972306722;;;;
2;na;2;42;54;2015,222;827,185;26,385;8,633;7,964;159,962;9,487;2011;825;161,565;8;1,215;0,621889469;;;;
2;na;2;43;235;91,879;836,726;58,527;21,429;13,963;23,772;21,954;82;842;30,069;14,799;5,2875;1,297329381;;;;
2;na;2;44;204;937,5;856,417;51,698;17,009;15,271;100,004;17,72;935;848;106,39;15;4,59;1,208735859;;;;
2;na;2;45;98;1977,633;890,02;36,042;12,062;10,344;41,779;13,038;1972;893;32,471;11;2,205;0,837778789;;;;
2;na;2;46;660;457,565;920,971;101,154;35,358;23,767;71,958;36,056;450;939;70,56;25,305;14,85;2,174143926;;;;
2;na;2;47;111;1825,833;944,914;38,042;12,119;11,662;3,264;13,038;1820;942;147,529;12;2,4975;0,891615915;;;;
2;na;2;48;80;883,962;944,725;32,385;10,533;9,67;24,5;11,402;880;949;37,875;10;1,8;0,756939757;;;;
2;na;2;49;255;1371,59;951,069;60,426;19,777;16,417;36,491;20,809;1363;957;35,218;16,971;5,7375;1,351407774;;;;
2;na;2;50;82;258,5;949,841;33,213;10,986;9,504;170,414;11,705;253;948;160,017;10;1,845;0,766343095;;;;
2;na;2;51;733;1456,234;986,661;101,983;35,509;26,283;3,55;36,497;1438;988;9,462;27;16,4925;2,291228011;;;;
2;na;2;52;161;1744,73;991,152;46,284;15,767;13,001;178,305;16,492;1737;989;165,964;13;3,6225;1,073814492;;;;
2;na;2;53;98;905,878;1000,694;36,385;11,738;10,63;66,183;12,806;900;1004;38,66;11;2,205;0,837778789;;;;
2;na;2;54;138;347,159;1054,681;43,698;14,576;12,055;54,859;15,652;344;1062;63,435;12,728;3,105;0,99415904;;;;
2;na;2;55;128;631,828;1074,312;42,627;15,278;10,667;75,632;15,811;628;1081;71,565;11;2,88;0,957461473;;;;
2;na;2;56;164;268,476;1082,232;46,042;15,801;13,215;163,071;17;261;1078;151,928;13;3,69;1,083772799;;;;
2;na;2;57;1546;652,748;1106,342;153,296;51,674;38,094;179,015;52,393;628;1112;13,241;38,234;34,785;3,327523011;;;;
2;na;2;58;1005;1831,039;1108,094;123,397;43,061;29,716;109,754;43,829;1820;1090;124,778;30,013;22,6125;2,682868297;;;;
2;na;2;59;201;1872,356;1097,405;53,355;19,258;13,289;124,067;20,125;1867;1089;116,565;14,142;4,5225;1,199815178;;;;
2;na;2;60;1180;450,612;1118,601;132,468;41,359;36,326;144,662;44,204;434;1104;142,352;37;26,55;2,907082296;;;;
2;na;2;61;252;1171,798;1122,841;59,113;19,68;16,304;42,404;20,809;1163;1129;35,218;17,445;5,67;1,343434797;;;;
2;na;2;62;4779;796,491;1157,798;283,664;92,339;65,897;121,509;93,231;765;1125;125,395;69,115;107,5275;5,850390268;;;;
2;na;2;63;318;1099,478;1129,233;66,184;23,687;17,094;119,977;24,413;1093;1119;124,992;17,894;7,155;1,509141225;;;;
2;na;2;64;109;2027,849;1134,362;38,385;12,268;11,313;30,39;13,454;2023;1139;41,987;11;2,4525;0,883546827;;;;
2;na;2;65;138;1767,754;1147,225;42,87;14,525;12,097;22,721;15,264;1761;1151;31,608;12,527;3,105;0,99415904;;;;
2;na;2;66;810;1421,684;1169,051;129,154;52,854;19,513;80,085;51,245;1414;1191;72,979;22,508;18,225;2,408567557;;;;
2;na;2;67;128;18,914;1150,656;42,87;16,029;10,167;163,56;16,492;11;1149;165,964;11;2,88;0,957461473;;;;
2;na;2;68;231;1251,989;1178,348;57,113;20,821;14,126;163,415;21,541;1242;1175;158,199;15;5,1975;1,286240892;;;;
2;na;2;69;63;273,246;1177,484;30,042;11,751;6,826;52,198;12,207;270;1183;55,008;7,778;1,4175;0,671717399;;;;
2;na;2;70;78;345,859;1180,115;31,213;10,003;9,928;30,823;10,817;342;1176;123,69;10;1,755;0,747418123;;;;
