Sample;Tilt angle to optical axis;Image;Particle number;Fläche;Weighed X-Position Central Point;Weighed Y-Position Central Point;Perimeter;Elipse fit Major axis;Elipse fit Minor axis;Elipse angle;Feret caliper;FeretX;FeretY;Feret angle;Min Feret;Area [nm2];Radius [nm];;;;
1;na;8;11;563;612,07;802,331;88,912;31,275;22,92;18,23;32,311;596;807;21,801;23,704;12,6675;2,008031495;;;;
1;na;8;12;776;878,865;823,965;110,569;38,824;25,449;0,791;40,792;860;827;11,31;26;17,46;2,357475474;;;;
1;na;8;13;5523;1280,198;961,363;307,321;112,01;62,781;101,061;111,4;1263;909;101,915;63,887;124,2675;6,289322204;;;;
1;na;8;14;1061;52,682;1058,131;127,539;43,62;30,97;122,961;45,222;41;1039;125,096;32,341;23,8725;2,756601668;;;;
1;na;8;15;2262;347,714;1202,927;191,782;69,304;41,557;75,391;69,635;329;1230;54,941;40,164;50,895;4,024969771;;;;
1;na;8;16;1155;851,432;1200,952;128,711;42,147;34,892;11,972;43,932;830;1207;11,821;36;25,9875;2,876122071;;;;
1;na;8;17;6997;1023,322;1264,69;331,622;120,497;73,934;77,932;117,337;992;1313;60,376;70,941;157,4325;7,079005662;;;;
1;na;8;18;360;1036,264;1413,717;72,77;26,231;17,474;95,789;26,476;1034;1401;100,886;18;8,1;1,605711705;;;;
1;na;8;19;572;121,474;1639,215;93,154;33,948;21,453;12,16;35,128;103;1641;4,899;22,555;12,87;2,024017845;;;;
1;na;8;20;3625;1962,621;1958,162;235,924;78,418;58,857;5,093;80,623;1924;1974;29,745;57,829;81,5625;5,095306673;;;;
1;na;9;1;2999;740,756;228,007;206,208;64,004;59,66;70,966;66,94;729;261;76,171;60,214;67,4775;4,634517811;;;;
1;na;9;2;179;1062,684;371,841;53,456;20,97;10,869;11,815;20,881;1053;376;16,699;11,157;4,0275;1,132251327;;;;
1;na;9;3;4768;1633,358;420,426;279,647;104,422;58,137;129,368;99,161;1617;375;111,909;56,098;107,28;5,84365336;;;;
1;na;9;4;822;1274,568;452,472;110,326;40,461;25,867;101,758;40,162;1268;433;108,886;25,651;18,495;2,426343204;;;;
1;na;9;5;9003;111,075;524,199;392,877;144,863;79,13;86,465;143,377;102;453;100,448;81,313;202,5675;8,029896504;;;;
1;na;9;6;2009;433,858;562,313;170,066;54,35;47,064;86,102;58,464;428;590;77,152;49,116;45,2025;3,793204797;;;;
1;na;9;7;4042;73,544;679,533;247,966;85,676;60,068;79,455;85,147;68;720;77,106;62,96;90,945;5,380398926;;;;
1;na;9;8;4030;1572,002;712,13;260,551;90,256;56,851;72,586;88,414;1543;747;43,625;56,741;90,675;5,372406251;;;;
1;na;9;9;58;576,914;721,621;26,971;8,879;8,317;58,419;10;573;725;36,87;8;1,305;0,644510979;;;;
1;na;9;10;3566;383,639;921,661;235,137;86,784;52,318;78,791;85,475;380;964;83,956;52,151;80,235;5,053671311;;;;
1;na;9;11;9506;580,767;1109,175;424,073;157,658;76,77;49,811;159,364;525;1174;48,307;79,159;213,885;8,251164161;;;;
1;na;9;12;1162;284,252;1138,606;159,054;69,052;21,426;101,388;66,098;279;1106;100,46;21,045;26,145;2,884824427;;;;
1;na;9;13;600;996,508;1245,1;95,841;36,245;21,077;11,419;36,401;979;1252;15,945;21,478;13,5;2,072964897;;;;
1;na;9;14;132;795,265;1293,197;44,627;16,69;10,07;103,607;17,493;791;1285;120,964;11;2,97;0,972306722;;;;
1;na;9;15;3361;117,125;1359,92;227,078;74,566;57,39;117,291;76,158;110;1324;103,671;57,563;75,6225;4,906260222;;;;
1;na;9;16;8764;1385,543;1447,812;381,907;144,053;77,462;173,552;140,911;1313;1448;6,52;77,37;197,19;7,922595942;;;;
1;na;9;17;8343;1226,738;1517,561;392,149;153,49;69,207;86,448;148,637;1223;1441;98,512;69,299;187,7175;7,729963523;;;;
1;na;9;18;827;1833,918;1476,332;113,296;41,055;25,648;24,635;42,72;1813;1480;16,314;26,845;18,6075;2,433711406;;;;
1;na;9;19;4288;75,954;1677,243;257,806;92,205;59,212;21,216;93,381;32;1690;9,866;58,171;96,48;5,541708926;;;;
1;na;9;20;545;786,537;1672,814;100,326;40,528;17,122;110,021;39,85;779;1653;107,526;18,75;12,2625;1,975670767;;;;
1;na;9;21;144;703,826;1670,431;43,456;13,919;13,173;2,737;15;698;1675;36,87;13;3,24;1,01554125;;;;
1;na;9;22;429;842,638;1899,561;81,841;31,372;17,411;16,886;32,28;827;1904;16,189;18,346;9,6525;1,752850871;;;;
1;na;9;23;141;1081,5;1923,713;44,284;14,749;12,172;31,079;15,811;1075;1928;34,695;12,973;3,1725;1,004907018;;;;
1;na;10;1;6480;240,731;140,071;331,546;117,974;69,936;37,316;119,507;187;169;24,206;71,471;145,8;6,812457809;;;;
1;na;10;2;757;1268,294;154,217;101,154;31,586;30,515;26,814;33,615;1253;161;22,751;31;17,0325;2,32843577;;;;
1;na;10;3;107;255,388;213,051;37,799;13,503;10,09;56,131;14,422;251;219;56,31;10,737;2,4075;0,875403365;;;;
1;na;10;4;10012;1609,638;399,254;384,759;130,874;97,404;161,627;137,873;1543;386;168,283;100,599;225,27;8,467919937;;;;
1;na;10;5;86;263,384;443,174;35,698;12,848;8,523;46,566;13,601;258;447;36,027;9,192;1,935;0,784811844;;;;
1;na;10;6;78;162,91;443,09;34,284;12,399;8,01;140,261;12,806;158;439;141,34;8,485;1,755;0,747418123;;;;
1;na;10;7;2180;969,672;485,528;194,51;74,813;37,101;163,644;70,937;938;471;158,499;35,997;49,05;3,951341534;;;;
1;na;10;8;521;1494,913;615,984;89,841;33,844;19,601;97,586;34,234;1493;599;96,71;19,716;11,7225;1,931680005;;;;
1;na;10;9;2419;1544,846;836,33;183,723;58,379;52,758;109,297;60,208;1539;866;78,503;52,105;54,4275;4,162308414;;;;
1;na;10;10;1656;408,501;881,621;154,711;51,54;40,909;97,608;52,202;397;857;110,171;41;37,26;3,443867936;;;;
1;na;10;11;190;417,195;927,111;54,184;18,813;12,859;43,242;20,125;415;937;63,435;13,435;4,275;1,166522509;;;;
1;na;10;12;208;1598,476;1035,048;59,456;24,541;10,791;93,886;24,515;1597;1023;101,768;11;4,68;1,220528684;;;;
1;na;10;13;969;658,162;1152,209;124,167;37,85;32,596;57,313;41,593;657;1175;80,311;33,138;21,8025;2,63437873;;;;
1;na;10;14;7031;701,365;1222,993;372,09;132,694;67,464;99,105;141,651;685;1152;104,723;72,871;158,1975;7,09618406;;;;
1;na;10;15;887;1166,896;1286,135;128,912;45,442;24,853;91,242;49,366;1166;1265;96,981;26;19,9575;2,520450268;;;;
1;na;10;16;133;310,65;1281,523;42,284;13,611;12,441;8,252;14,866;304;1279;160,346;12,973;2,9925;0,975982753;;;;
1;na;10;17;432;1202,627;1472,854;85,497;29,234;18,815;100,205;32,388;1197;1457;98,881;21;9,72;1,758969043;;;;
1;na;10;18;487;1072,206;1489,453;93,012;38,834;15,967;102,802;38,079;1068;1471;103,671;16,25;10,9575;1,867586833;;;;
1;na;10;19;15590;1478,239;1556,301;568,281;232,414;85,407;31,766;238,069;1371;1616;28,61;89,716;350,775;10,56670007;;;;
1;na;10;20;1649;805,465;1584,585;154,125;50,241;41,79;141,607;53,263;787;1564;129,668;42,382;37,1025;3,436581521;;;;
1;na;10;21;808;1257,288;1752,027;128,125;40,325;25,512;38,643;43,012;1245;1771;54,462;30,944;18,18;2,405592179;;;;
1;na;10;22;4367;560,527;1859,143;253,806;89,816;61,907;31,342;89,889;519;1876;20,854;61,661;98,2575;5,5925248;;;;
1;na;11;1;1083;706,852;50,094;158,024;66,37;20,776;66,65;64,257;694;83;69,027;24,599;24,3675;2,785034318;;;;
1;na;11;2;4331;921,832;174,74;260,735;90,826;60,714;17,454;97,082;876;197;18,622;65,171;97,4475;5,569425701;;;;
1;na;11;3;3868;765,151;184,368;247,078;86,213;57,125;27,851;87,464;723;201;30,964;58,16;87,03;5,263317337;;;;
1;na;11;4;649;1991,303;263,198;101,154;36,279;22,777;179,686;36,222;1974;262;173,66;23;14,6025;2,155949933;;;;
1;na;11;5;2013;326,246;304,815;169,823;56,539;45,332;123,592;56,648;320;277;110,674;45,076;45,2925;3,796979131;;;;
1;na;11;6;896;723,846;477,984;118,853;46,162;24,713;129,836;45,222;709;461;125,096;24,879;20,16;2,533204947;;;;
1;na;11;7;713;1468,781;600,426;99,64;31,327;28,979;75,932;33,541;1466;617;79,695;29,684;16,0425;2,259753604;;;;
1;na;11;8;376;1312,614;791,886;75,012;27,216;17,59;1,935;28,443;1300;794;10,125;18;8,46;1,641006288;;;;
1;na;11;9;158;1127,31;815,044;52,87;21,005;9,577;109,412;21,932;1123;805;114,228;10,918;3,555;1,063762965;;;;
1;na;11;10;90;1915,978;909,678;33,799;11,152;10,275;89,654;12,083;1914;904;114,444;10;2,025;0,802855852;;;;
1;na;11;11;1849;1357,298;1003,693;194,995;69,21;34,015;19,243;76,538;1316;1017;17,488;39,9;41,6025;3,639022814;;;;
1;na;11;12;943;638,933;1010,921;150,51;56,924;21,092;120,789;59,237;623;986;111,801;27,569;21,2175;2,598795877;;;;
1;na;11;13;1233;2001,09;1033,427;130,853;41,196;38,108;119,363;43,105;2000;1012;93,991;38,184;27,7425;2,971651396;;;;
1;na;11;14;12601;999,338;1239,053;488,742;148,46;108,07;118,413;166,09;987;1150;96,569;113,271;283,5225;9,49989551;;;;
1;na;11;15;4169;1275,742;1278,042;249,078;81,421;65,194;55,721;86,163;1264;1317;68,199;65,842;93,8025;5,464271507;;;;
1;na;11;16;3558;277,469;1376,124;241,664;77,735;58,277;25,654;82,97;240;1392;15,376;59,37;80,055;5,0479994;;;;
1;na;11;17;314;931,169;1408,328;77,355;32,053;12,473;99,786;32,388;928;1391;98,881;13,408;7,065;1,499619734;;;;
1;na;11;18;689;1830,407;1420,905;112,912;45,52;19,272;13,014;44,643;1808;1428;15,593;21,058;15,5025;2,221395735;;;;
1;na;11;19;240;680,233;1657,788;61,113;23,043;13,261;12,598;23,345;669;1660;9,866;13,934;5,4;1,311058117;;;;
1;na;11;20;5923;996,777;1759,352;324,475;130,414;57,827;32,789;123,907;942;1787;25,324;57,16;133,2675;6,513091644;;;;
1;na;11;21;9347;1570,844;1785,636;431,144;171,981;69,2;27,357;168,241;1499;1825;21,991;70,672;210,3075;8,181867537;;;;
1;na;11;22;645;364,311;1864,739;98,569;36,367;22,582;66,016;37;358;1882;71,075;23,261;14,5125;2,149295751;;;;
1;na;11;23;4739;68,898;1926,416;270,291;93,466;64,557;103,066;97,673;59;1879;100,62;66,309;106,6275;5,825855078;;;;
1;na;11;24;1303;1675,558;1931,567;143,74;54,973;30,179;94,664;53,6;1674;1905;98,584;29,655;29,3175;3,054840436;;;;
1;na;12;1;1365;943,122;101,204;138,853;46,451;37,416;160,367;48,508;920;96;165,677;38,739;30,7125;3,126674332;;;;
1;na;12;2;5706;899,271;227,903;297,179;104,863;69,282;177,74;106,367;848;242;9,197;69;128,385;6,392668827;;;;
1;na;12;3;1442;595,766;263,597;145,054;48,021;38,234;156,908;49,679;581;243;130,101;37,298;32,445;3,21365279;;;;
1;na;12;4;1054;1317,631;325,033;149,74;62,386;21,511;99,23;61,008;1321;294;90,939;21,085;23,715;2,747493212;;;;
1;na;12;5;5031;1029,012;346,182;274,635;90,345;70,902;131,744;93,941;985;328;152,071;69,028;113,1975;6,002656357;;;;
1;na;12;6;260;867,069;331,512;74,527;33,259;9,953;13,221;32,573;852;337;17,879;10,597;5,85;1,364592552;;;;
1;na;12;7;595;795,113;388,74;96,083;36,683;20,652;103,998;37,643;791;370;106,991;21,826;13,3875;2,064309473;;;;
1;na;12;8;698;1743,377;399,229;102,569;34,473;25,78;39,982;36,056;1730;412;33,69;27,074;15,705;2,235857053;;;;
1;na;12;9;459;1295,395;663,565;81,012;30,197;19,353;21,499;31,305;1281;670;26,565;20,243;10,3275;1,813103789;;;;
1;na;12;10;76;1066,776;689,592;31,556;10,525;9,194;23,306;11,402;1062;693;37,875;9;1,71;0,737773614;;;;
1;na;12;11;54;284,981;711,278;27,556;10,046;6,844;21,029;10,817;281;715;33,69;7;1,215;0,621889469;;;;
1;na;12;12;4594;882,461;797,855;268,208;99,483;58,796;168,257;97,144;837;778;159,513;57,626;103,365;5,736035337;;;;
1;na;12;13;5117;566,132;1035,472;271,522;88,282;73,799;66,49;89,359;530;1063;31,734;71,302;115,1325;6,053743715;;;;
1;na;12;14;170;1037,524;1057,418;49,456;18,614;11,629;21,502;18,868;1030;1063;32,005;12,022;3,825;1,103419827;;;;
1;na;12;15;1207;744,949;1166,941;129,054;40,993;37,49;83,084;42,45;736;1147;105,018;37;27,1575;2,940153182;;;;
1;na;12;16;6222;221,215;1367,015;311,647;111,75;70,891;35,819;108,467;189;1412;55,138;69,937;139,995;6,67546197;;;;
1;na;12;17;1134;1119,96;1383,463;125,539;40,491;35,659;142,226;42,485;1102;1373;153,435;36,062;25,515;2,849855566;;;;
1;na;12;18;400;1168,245;1407,5;77,012;29,167;17,461;103,97;29,833;1165;1393;103,57;18;9;1,692568751;;;;
1;na;12;19;728;706,221;1668,29;114,083;47,799;19,392;101,321;47,074;700;1645;102,265;19,557;16,38;2,283400082;;;;
1;na;12;20;525;1425,41;1671,748;85,841;30,87;21,653;89,402;31,257;1423;1687;82,648;21;11,8125;1,939081105;;;;
1;na;12;21;1790;1361,842;1730,954;159,581;54,44;41,864;48,145;54,406;1339;1745;36,027;41,155;40,275;3,580493076;;;;
