MaterialState;Sample;Image;Precipitate#;area;axis_major_length;axis_minor_length;aspect_ratio;centroid-X;centroid-Y;area_in_nm2;radius_in_nm;BitSizeValue;DiskRadiusValue[pixel];OtsuThresholdValue[np];KernelValue;MaskSetValue;BG_LabelValue;Date
T61;Sample1;Stelle2 DF 30s;29;291;22,79163339;16,29419277;1,398758055;1248,95189;927,0549828;6,5475;1,443652998;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;30;416;29,77654821;17,85025189;1,668130422;1348;821,5456731;9,36;1,726088218;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;31;525;28,50328961;23,95952967;1,189643119;1352,592381;891,232381;11,8125;1,939081105;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;32;2385;78,8434266;39,00677583;2,021275148;1391,192453;833,670021;53,6625;4,132953456;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;33;149;19,80395957;10,82150307;1,830056272;1466,087248;1487,704698;3,3525;1,033021729;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;34;462;25,88065231;22,86354304;1,13196158;1539,203463;1177;10,395;1,819019315;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;35;295;23,16425941;16,25755357;1,424830575;1555,440678;761,6169492;6,6375;1,453541148;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;36;118;14,01503358;10,70212388;1,309556284;1561,415254;845,4152542;2,655;0,91930014;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;37;242;19,48136494;15,97026826;1,219852079;1589,636364;1191,603306;5,445;1,316509525;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;38;315;25,48881632;17,31900741;1,471725008;1702,088889;1255,952381;7,0875;1,502005765;4;8;Otsu;3;255;0;05.04.2023
